;case:concept:name;time:timestamp;concept:name;customers;age;bankaccount;price;weight;EID
2487;660754;2019-12-10 08:55:45;package delivered;Mohammadreza Fani Sani;51.0;61801.0;1573.98;2.909;12861.0
2488;660755;2019-12-09 15:14:09;create package;Anahita Farhang Ghahfarokhi;58.0;42513.0;918.98;1.432;12828.0
2489;660755;2019-12-09 16:28:24;send package;Anahita Farhang Ghahfarokhi;58.0;42513.0;918.98;1.432;12838.0
2490;660755;2019-12-09 20:47:20;failed delivery;Anahita Farhang Ghahfarokhi;58.0;42513.0;918.98;1.432;12853.0
2491;660755;2019-12-10 13:20:45;package delivered;Anahita Farhang Ghahfarokhi;58.0;42513.0;918.98;1.432;12894.0
2492;660756;2019-12-09 15:55:56;create package;Marco Pegoraro;50.0;91248.0;1597.93;4.4430000000000005;12833.0
2493;660756;2019-12-10 11:33:39;send package;Marco Pegoraro;50.0;91248.0;1597.93;4.4430000000000005;12886.0
2494;660756;2019-12-11 15:19:50;failed delivery;Marco Pegoraro;50.0;91248.0;1597.93;4.4430000000000005;12994.0
2495;660756;2019-12-12 13:52:45;package delivered;Marco Pegoraro;50.0;91248.0;1597.93;4.4430000000000005;13065.0
2496;660757;2019-12-10 08:25:53;create package;Lisa Mannel;51.0;44449.0;3697.97;3.942;12858.0
2497;660757;2019-12-11 09:11:47;send package;Lisa Mannel;51.0;44449.0;3697.97;3.942;12942.0
2498;660757;2019-12-11 09:22:56;package delivered;Lisa Mannel;51.0;44449.0;3697.97;3.942;12944.0
2499;660758;2019-12-10 10:28:39;create package;Gyunam Park;55.0;27275.0;1976.99;0.998;12873.0
2500;660758;2019-12-11 11:45:50;send package;Gyunam Park;55.0;27275.0;1976.99;0.998;12962.0
2501;660758;2019-12-11 14:03:22;package delivered;Gyunam Park;55.0;27275.0;1976.99;0.998;12985.0
2502;660759;2019-12-10 11:15:47;create package;Claudia Graf;54.0;29653.0;6936.97;6.249;12882.0
2503;660759;2019-12-11 08:25:26;send package;Claudia Graf;54.0;29653.0;6936.97;6.249;12939.0
2504;660759;2019-12-11 17:23:29;package delivered;Claudia Graf;54.0;29653.0;6936.97;6.249;13020.0
2505;660760;2019-12-10 15:36:28;create package;Seran Uysal;40.0;69940.0;2819.93;5.61;12907.0
2506;660760;2019-12-11 10:00:45;send package;Seran Uysal;40.0;69940.0;2819.93;5.61;12951.0
2507;660760;2019-12-11 12:18:54;package delivered;Seran Uysal;40.0;69940.0;2819.93;5.61;12972.0
2508;660761;2019-12-10 18:30:28;create package;Wil van der Aalst;34.0;48846.0;2135.96;3.644;12927.0
2509;660761;2019-12-11 09:37:35;send package;Wil van der Aalst;34.0;48846.0;2135.96;3.644;12946.0
2510;660761;2019-12-11 09:59:25;failed delivery;Wil van der Aalst;34.0;48846.0;2135.96;3.644;12950.0
2511;660761;2019-12-11 12:56:01;failed delivery;Wil van der Aalst;34.0;48846.0;2135.96;3.644;12975.0
2512;660761;2019-12-12 11:33:52;package delivered;Wil van der Aalst;34.0;48846.0;2135.96;3.644;13055.0
2513;660762;2019-12-11 00:00:00;create package;Christina Rensinghof;41.0;17020.0;6935.95;9.205;12937.0
2514;660762;2019-12-11 09:42:29;send package;Christina Rensinghof;41.0;17020.0;6935.95;9.205;12948.0
2515;660762;2019-12-11 14:51:27;package delivered;Christina Rensinghof;41.0;17020.0;6935.95;9.205;12988.0
2516;660763;2019-12-11 12:18:36;create package;Tobias Brockhoff;30.0;69038.0;129.99;0.98;12971.0
2517;660763;2019-12-12 08:59:49;send package;Tobias Brockhoff;30.0;69038.0;129.99;0.98;13038.0
2518;660763;2019-12-12 12:02:38;failed delivery;Tobias Brockhoff;30.0;69038.0;129.99;0.98;13056.0
2519;660763;2019-12-12 16:23:23;failed delivery;Tobias Brockhoff;30.0;69038.0;129.99;0.98;13084.0
2520;660763;2019-12-13 11:27:04;failed delivery;Tobias Brockhoff;30.0;69038.0;129.99;0.98;13134.0
2521;660763;2019-12-13 16:31:09;failed delivery;Tobias Brockhoff;30.0;69038.0;129.99;0.98;13166.0
2522;660763;2019-12-16 15:51:14;package delivered;Tobias Brockhoff;30.0;69038.0;129.99;0.98;13247.0
2523;660764;2019-12-11 13:28:08;create package;Christine Dobbert;43.0;59702.0;4837.99;2.321;12979.0
2524;660764;2019-12-11 15:33:38;send package;Christine Dobbert;43.0;59702.0;4837.99;2.321;13004.0
2525;660764;2019-12-12 11:26:49;package delivered;Christine Dobbert;43.0;59702.0;4837.99;2.321;13054.0
2526;660765;2019-12-11 14:56:40;create package;Majid Rafiei;46.0;74370.0;129.98;0.48;12990.0
2527;660765;2019-12-12 15:13:59;send package;Majid Rafiei;46.0;74370.0;129.98;0.48;13074.0
2528;660765;2019-12-12 15:35:59;failed delivery;Majid Rafiei;46.0;74370.0;129.98;0.48;13077.0
2529;660765;2019-12-12 17:27:10;package delivered;Majid Rafiei;46.0;74370.0;129.98;0.48;13097.0
2530;660766;2019-12-11 15:21:38;create package;Mohammadreza Fani Sani;51.0;61801.0;139.98;0.98;12996.0
2531;660766;2019-12-11 16:23:00;send package;Mohammadreza Fani Sani;51.0;61801.0;139.98;0.98;13010.0
2532;660766;2019-12-11 18:49:12;failed delivery;Mohammadreza Fani Sani;51.0;61801.0;139.98;0.98;13026.0
2533;660766;2019-12-12 17:29:49;package delivered;Mohammadreza Fani Sani;51.0;61801.0;139.98;0.98;13098.0
2534;660767;2019-12-11 15:29:04;create package;Mahsa Bafrani;58.0;35775.0;978.0;0.49;13000.0
2535;660767;2019-12-11 17:03:29;send package;Mahsa Bafrani;58.0;35775.0;978.0;0.49;13017.0
2536;660767;2019-12-12 14:03:53;failed delivery;Mahsa Bafrani;58.0;35775.0;978.0;0.49;13068.0
2537;660767;2019-12-12 16:51:35;package delivered;Mahsa Bafrani;58.0;35775.0;978.0;0.49;13090.0
2538;660768;2019-12-11 15:32:55;create package;Mahnaz Qafari;40.0;83924.0;69.98;0.58;13003.0
2539;660768;2019-12-11 18:14:27;send package;Mahnaz Qafari;40.0;83924.0;69.98;0.58;13025.0
2540;660768;2019-12-12 13:55:30;package delivered;Mahnaz Qafari;40.0;83924.0;69.98;0.58;13067.0
2541;660769;2019-12-11 16:14:32;create package;Kefang Ding;38.0;76896.0;7526.98;4.806;13008.0
2542;660769;2019-12-12 08:34:48;send package;Kefang Ding;38.0;76896.0;7526.98;4.806;13033.0
2543;660769;2019-12-12 08:40:58;package delivered;Kefang Ding;38.0;76896.0;7526.98;4.806;13035.0
2544;660770;2019-12-11 18:13:11;create package;Luis Santos;48.0;37644.0;6341.95;5.811;13024.0
2545;660770;2019-12-11 21:38:49;send package;Luis Santos;48.0;37644.0;6341.95;5.811;13031.0
2546;660770;2019-12-12 13:54:58;package delivered;Luis Santos;48.0;37644.0;6341.95;5.811;13066.0
2547;660771;2019-12-12 10:57:15;create package;Marco Pegoraro;50.0;91248.0;10206.91;12.579;13051.0
2548;660771;2019-12-12 17:32:09;send package;Marco Pegoraro;50.0;91248.0;10206.91;12.579;13099.0
2549;660771;2019-12-13 08:55:08;failed delivery;Marco Pegoraro;50.0;91248.0;10206.91;12.579;13107.0
2550;660771;2019-12-13 09:57:24;package delivered;Marco Pegoraro;50.0;91248.0;10206.91;12.579;13118.0
2551;660772;2019-12-12 17:07:28;create package;Anahita Farhang Ghahfarokhi;58.0;42513.0;1592.98;1.656;13094.0
2552;660772;2019-12-13 10:51:44;send package;Anahita Farhang Ghahfarokhi;58.0;42513.0;1592.98;1.656;13129.0
2553;660772;2019-12-13 16:29:28;package delivered;Anahita Farhang Ghahfarokhi;58.0;42513.0;1592.98;1.656;13165.0
2554;660773;2019-12-13 09:22:10;create package;Lisa Mannel;51.0;44449.0;3927.96;4.956;13110.0
2555;660773;2019-12-13 10:40:37;send package;Lisa Mannel;51.0;44449.0;3927.96;4.956;13123.0
2556;660773;2019-12-13 18:04:31;package delivered;Lisa Mannel;51.0;44449.0;3927.96;4.956;13182.0
2557;660774;2019-12-13 10:43:17;create package;Junxiong Gao;52.0;96270.0;3499.97;4.459;13125.0
2558;660774;2019-12-16 15:15:45;send package;Junxiong Gao;52.0;96270.0;3499.97;4.459;13240.0
2559;660774;2019-12-16 17:13:35;package delivered;Junxiong Gao;52.0;96270.0;3499.97;4.459;13260.0
2560;660775;2019-12-13 13:53:17;create package;Seran Uysal;40.0;69940.0;4330.97;4.936;13144.0
2561;660775;2019-12-13 18:31:09;send package;Seran Uysal;40.0;69940.0;4330.97;4.936;13183.0
2562;660775;2019-12-16 10:25:19;failed delivery;Seran Uysal;40.0;69940.0;4330.97;4.936;13201.0
2563;660775;2019-12-16 14:42:03;package delivered;Seran Uysal;40.0;69940.0;4330.97;4.936;13236.0
2564;660776;2019-12-13 15:36:28;create package;Christina Rensinghof;41.0;17020.0;3075.98;4.298;13157.0
2565;660776;2019-12-13 16:58:35;send package;Christina Rensinghof;41.0;17020.0;3075.98;4.298;13170.0
2566;660776;2019-12-13 22:42:58;package delivered;Christina Rensinghof;41.0;17020.0;3075.98;4.298;13188.0
2567;660777;2019-12-13 17:07:51;create package;Christine Dobbert;43.0;59702.0;2793.0;0.8590000000000001;13174.0
2568;660777;2019-12-17 09:10:31;send package;Christine Dobbert;43.0;59702.0;2793.0;0.8590000000000001;13283.0
2569;660777;2019-12-17 15:03:58;failed delivery;Christine Dobbert;43.0;59702.0;2793.0;0.8590000000000001;13332.0
2570;660777;2019-12-17 15:36:21;package delivered;Christine Dobbert;43.0;59702.0;2793.0;0.8590000000000001;13341.0
2571;660778;2019-12-13 18:02:38;create package;Kefang Ding;38.0;76896.0;4839.0;1.735;13181.0
2572;660778;2019-12-16 12:08:53;send package;Kefang Ding;38.0;76896.0;4839.0;1.735;13218.0
2573;660778;2019-12-16 15:22:19;package delivered;Kefang Ding;38.0;76896.0;4839.0;1.735;13243.0
2574;660779;2019-12-16 00:00:00;create package;Mahsa Bafrani;58.0;35775.0;2500.0;1.37;13192.0
2575;660779;2019-12-16 11:07:00;send package;Mahsa Bafrani;58.0;35775.0;2500.0;1.37;13207.0
2576;660779;2019-12-16 11:27:32;package delivered;Mahsa Bafrani;58.0;35775.0;2500.0;1.37;13211.0
2577;660780;2019-12-16 11:35:26;create package;Wil van der Aalst;34.0;48846.0;2886.95;5.64;13214.0
2578;660780;2019-12-16 17:07:06;send package;Wil van der Aalst;34.0;48846.0;2886.95;5.64;13256.0
2579;660780;2019-12-17 08:40:59;package delivered;Wil van der Aalst;34.0;48846.0;2886.95;5.64;13280.0
2580;660781;2019-12-16 12:57:21;create package;Luis Santos;48.0;37644.0;4134.93;6.983;13228.0
2581;660781;2019-12-16 19:37:17;send package;Luis Santos;48.0;37644.0;4134.93;6.983;13273.0
2582;660781;2019-12-17 10:21:04;package delivered;Luis Santos;48.0;37644.0;4134.93;6.983;13292.0
2583;660782;2019-12-16 16:20:08;create package;Marco Pegoraro;50.0;91248.0;2232.96;4.041;13251.0
2584;660782;2019-12-17 10:17:53;send package;Marco Pegoraro;50.0;91248.0;2232.96;4.041;13291.0
2585;660782;2019-12-17 15:13:51;failed delivery;Marco Pegoraro;50.0;91248.0;2232.96;4.041;13334.0
2586;660782;2019-12-17 15:18:36;package delivered;Marco Pegoraro;50.0;91248.0;2232.96;4.041;13336.0
2587;660783;2019-12-16 18:50:23;create package;Claudia Graf;54.0;29653.0;1238.99;0.468;13271.0
2588;660783;2019-12-17 12:17:23;send package;Claudia Graf;54.0;29653.0;1238.99;0.468;13314.0
2589;660783;2019-12-18 10:10:04;package delivered;Claudia Graf;54.0;29653.0;1238.99;0.468;13390.0
2590;660784;2019-12-16 21:21:16;create package;Gyunam Park;55.0;27275.0;6647.94;6.968;13277.0
2591;660784;2019-12-17 14:03:31;send package;Gyunam Park;55.0;27275.0;6647.94;6.968;13324.0
2592;660784;2019-12-17 16:14:42;package delivered;Gyunam Park;55.0;27275.0;6647.94;6.968;13350.0
2593;660785;2019-12-17 11:36:20;create package;Mohammadreza Fani Sani;51.0;61801.0;3672.95;5.9060000000000015;13306.0
2594;660785;2019-12-17 15:09:42;send package;Mohammadreza Fani Sani;51.0;61801.0;3672.95;5.9060000000000015;13333.0
2595;660785;2019-12-17 15:43:39;failed delivery;Mohammadreza Fani Sani;51.0;61801.0;3672.95;5.9060000000000015;13343.0
2596;660785;2019-12-17 18:04:01;package delivered;Mohammadreza Fani Sani;51.0;61801.0;3672.95;5.9060000000000015;13370.0
2597;660786;2019-12-17 14:30:08;create package;Junxiong Gao;52.0;96270.0;1357.98;2.138;13327.0
2598;660786;2019-12-18 12:46:21;send package;Junxiong Gao;52.0;96270.0;1357.98;2.138;13416.0
2599;660786;2019-12-18 14:53:04;package delivered;Junxiong Gao;52.0;96270.0;1357.98;2.138;13439.0
2600;660787;2019-12-17 15:21:09;create package;Seran Uysal;40.0;69940.0;1338.98;2.043;13338.0
2601;660787;2019-12-17 17:41:49;send package;Seran Uysal;40.0;69940.0;1338.98;2.043;13369.0
2602;660787;2019-12-18 09:59:47;package delivered;Seran Uysal;40.0;69940.0;1338.98;2.043;13389.0
2603;660788;2019-12-17 15:50:42;create package;Tobias Brockhoff;30.0;69038.0;1727.99;1.473;13346.0
2604;660788;2019-12-17 17:22:17;send package;Tobias Brockhoff;30.0;69038.0;1727.99;1.473;13366.0
2605;660788;2019-12-18 11:42:08;package delivered;Tobias Brockhoff;30.0;69038.0;1727.99;1.473;13404.0
2606;660789;2019-12-17 16:42:55;create package;Christina Rensinghof;41.0;17020.0;1218.98;1.166;13358.0
2607;660789;2019-12-18 12:53:54;send package;Christina Rensinghof;41.0;17020.0;1218.98;1.166;13418.0
2608;660789;2019-12-18 15:41:40;package delivered;Christina Rensinghof;41.0;17020.0;1218.98;1.166;13449.0
2609;660790;2019-12-17 17:16:08;create package;Anahita Farhang Ghahfarokhi;58.0;42513.0;9060.95;7.904;13363.0
2610;660790;2019-12-18 12:12:45;send package;Anahita Farhang Ghahfarokhi;58.0;42513.0;9060.95;7.904;13412.0
2611;660790;2019-12-18 14:21:52;package delivered;Anahita Farhang Ghahfarokhi;58.0;42513.0;9060.95;7.904;13430.0
2612;660791;2019-12-18 11:56:54;create package;Majid Rafiei;46.0;74370.0;9294.95;8.765;13408.0
2613;660791;2019-12-18 17:07:52;send package;Majid Rafiei;46.0;74370.0;9294.95;8.765;13463.0
2614;660791;2019-12-19 08:36:20;package delivered;Majid Rafiei;46.0;74370.0;9294.95;8.765;13476.0
2615;660792;2019-12-18 14:47:52;create package;Christine Dobbert;43.0;59702.0;1028.98;2.026;13437.0
2616;660792;2019-12-18 16:17:35;send package;Christine Dobbert;43.0;59702.0;1028.98;2.026;13456.0
2617;660792;2019-12-19 08:19:47;package delivered;Christine Dobbert;43.0;59702.0;1028.98;2.026;13475.0
2618;660793;2019-12-18 15:08:27;create package;Luis Santos;48.0;37644.0;2856.94;4.272;13443.0
2619;660793;2019-12-19 15:27:34;send package;Luis Santos;48.0;37644.0;2856.94;4.272;13521.0
2620;660793;2019-12-19 16:55:46;package delivered;Luis Santos;48.0;37644.0;2856.94;4.272;13533.0
2621;660794;2019-12-18 18:29:59;create package;Marco Pegoraro;50.0;91248.0;4550.96;6.652;13468.0
2622;660794;2019-12-19 17:02:11;send package;Marco Pegoraro;50.0;91248.0;4550.96;6.652;13535.0
2623;660794;2019-12-20 14:39:23;package delivered;Marco Pegoraro;50.0;91248.0;4550.96;6.652;13587.0
2624;660795;2019-12-19 10:16:58;create package;Kefang Ding;38.0;76896.0;5516.95;6.149;13493.0
2625;660795;2019-12-19 16:00:36;send package;Kefang Ding;38.0;76896.0;5516.95;6.149;13525.0
2626;660795;2019-12-19 16:58:29;package delivered;Kefang Ding;38.0;76896.0;5516.95;6.149;13534.0
2627;660796;2019-12-19 18:47:46;create package;Mahsa Bafrani;58.0;35775.0;3138.98;3.31;13544.0
2628;660796;2019-12-20 08:56:14;send package;Mahsa Bafrani;58.0;35775.0;3138.98;3.31;13556.0
2629;660796;2019-12-20 18:24:56;package delivered;Mahsa Bafrani;58.0;35775.0;3138.98;3.31;13625.0
2630;660797;2019-12-20 08:40:13;create package;Gyunam Park;55.0;27275.0;778.96;2.92;13555.0
2631;660797;2019-12-20 16:52:10;send package;Gyunam Park;55.0;27275.0;778.96;2.92;13608.0
2632;660797;2019-12-23 09:09:01;package delivered;Gyunam Park;55.0;27275.0;778.96;2.92;13648.0
2633;660798;2019-12-20 10:50:46;create package;Claudia Graf;54.0;29653.0;1248.99;1.763;13568.0
2634;660798;2019-12-23 12:28:06;send package;Claudia Graf;54.0;29653.0;1248.99;1.763;13677.0
2635;660798;2019-12-24 11:59:57;package delivered;Claudia Graf;54.0;29653.0;1248.99;1.763;13763.0
2636;660799;2019-12-20 12:16:42;create package;Lisa Mannel;51.0;44449.0;3224.0;1.943;13576.0
2637;660799;2019-12-23 09:52:32;send package;Lisa Mannel;51.0;44449.0;3224.0;1.943;13655.0
2638;660799;2019-12-23 12:30:21;failed delivery;Lisa Mannel;51.0;44449.0;3224.0;1.943;13678.0
2639;660799;2019-12-23 17:12:50;failed delivery;Lisa Mannel;51.0;44449.0;3224.0;1.943;13716.0
2640;660799;2019-12-24 11:40:23;package delivered;Lisa Mannel;51.0;44449.0;3224.0;1.943;13759.0
2641;660800;2019-12-20 13:32:23;create package;Mohammadreza Fani Sani;51.0;61801.0;1883.98;2.5780000000000003;13583.0
2642;660800;2019-12-20 15:25:11;send package;Mohammadreza Fani Sani;51.0;61801.0;1883.98;2.5780000000000003;13597.0
2643;660800;2019-12-23 14:53:42;failed delivery;Mohammadreza Fani Sani;51.0;61801.0;1883.98;2.5780000000000003;13693.0
2644;660800;2019-12-23 17:32:38;package delivered;Mohammadreza Fani Sani;51.0;61801.0;1883.98;2.5780000000000003;13720.0
2645;660801;2019-12-20 15:58:44;create package;Tobias Brockhoff;30.0;69038.0;1837.97;2.798;13599.0
2646;660801;2019-12-20 18:18:34;send package;Tobias Brockhoff;30.0;69038.0;1837.97;2.798;13624.0
2647;660801;2019-12-23 11:18:13;package delivered;Tobias Brockhoff;30.0;69038.0;1837.97;2.798;13666.0
2648;660802;2019-12-20 17:07:25;create package;Anahita Farhang Ghahfarokhi;58.0;42513.0;538.99;1.16;13615.0
2649;660802;2019-12-20 17:50:11;send package;Anahita Farhang Ghahfarokhi;58.0;42513.0;538.99;1.16;13621.0
2650;660802;2019-12-20 19:23:53;package delivered;Anahita Farhang Ghahfarokhi;58.0;42513.0;538.99;1.16;13630.0
2651;660803;2019-12-20 17:26:23;create package;Wil van der Aalst;34.0;48846.0;3085.96;5.0360000000000005;13619.0
2652;660803;2019-12-23 09:59:12;send package;Wil van der Aalst;34.0;48846.0;3085.96;5.0360000000000005;13660.0
2653;660803;2019-12-23 13:11:24;package delivered;Wil van der Aalst;34.0;48846.0;3085.96;5.0360000000000005;13683.0
2654;660804;2019-12-21 00:00:00;create package;Christina Rensinghof;41.0;17020.0;1127.96;3.007;13635.0
2655;660804;2019-12-23 09:58:11;send package;Christina Rensinghof;41.0;17020.0;1127.96;3.007;13659.0
2656;660804;2019-12-24 14:28:23;failed delivery;Christina Rensinghof;41.0;17020.0;1127.96;3.007;13775.0
2657;660804;2019-12-25 09:14:32;failed delivery;Christina Rensinghof;41.0;17020.0;1127.96;3.007;13823.0
2658;660804;2019-12-25 16:00:08;package delivered;Christina Rensinghof;41.0;17020.0;1127.96;3.007;13886.0
2659;660805;2019-12-23 11:22:16;create package;Majid Rafiei;46.0;74370.0;3847.96;4.636;13668.0
2660;660805;2019-12-23 12:40:56;send package;Majid Rafiei;46.0;74370.0;3847.96;4.636;13679.0
2661;660805;2019-12-23 17:02:51;package delivered;Majid Rafiei;46.0;74370.0;3847.96;4.636;13713.0
2662;660806;2019-12-23 13:40:38;create package;Mahnaz Qafari;40.0;83924.0;2589.99;1.65;13686.0
2663;660806;2019-12-23 16:00:27;send package;Mahnaz Qafari;40.0;83924.0;2589.99;1.65;13702.0
2664;660806;2019-12-24 21:15:23;package delivered;Mahnaz Qafari;40.0;83924.0;2589.99;1.65;13813.0
2665;660807;2019-12-23 14:32:15;create package;Luis Santos;48.0;37644.0;8045.97;6.672999999999999;13690.0
2666;660807;2019-12-24 10:57:42;send package;Luis Santos;48.0;37644.0;8045.97;6.672999999999999;13753.0
2667;660807;2019-12-24 12:53:06;failed delivery;Luis Santos;48.0;37644.0;8045.97;6.672999999999999;13769.0
2668;660807;2019-12-25 09:31:11;package delivered;Luis Santos;48.0;37644.0;8045.97;6.672999999999999;13825.0
2669;660808;2019-12-23 16:22:36;create package;Marco Pegoraro;50.0;91248.0;2051.96;4.8580000000000005;13706.0
2670;660808;2019-12-24 16:25:22;send package;Marco Pegoraro;50.0;91248.0;2051.96;4.8580000000000005;13788.0
2671;660808;2019-12-25 13:38:03;package delivered;Marco Pegoraro;50.0;91248.0;2051.96;4.8580000000000005;13866.0
2672;660809;2019-12-23 20:26:26;create package;Seran Uysal;40.0;69940.0;2878.98;3.579;13729.0
2673;660809;2019-12-24 14:11:03;send package;Seran Uysal;40.0;69940.0;2878.98;3.579;13774.0
2674;660809;2019-12-24 16:49:17;package delivered;Seran Uysal;40.0;69940.0;2878.98;3.579;13791.0
2675;660810;2019-12-24 10:22:10;create package;Mahsa Bafrani;58.0;35775.0;8903.97;5.755;13742.0
2676;660810;2019-12-25 11:21:49;send package;Mahsa Bafrani;58.0;35775.0;8903.97;5.755;13850.0
2677;660810;2019-12-25 13:28:40;package delivered;Mahsa Bafrani;58.0;35775.0;8903.97;5.755;13865.0
2678;660811;2019-12-24 14:07:47;create package;Lisa Mannel;51.0;44449.0;2296.96;4.779;13773.0
2679;660811;2019-12-24 15:59:07;send package;Lisa Mannel;51.0;44449.0;2296.96;4.779;13786.0
2680;660811;2019-12-25 10:23:52;package delivered;Lisa Mannel;51.0;44449.0;2296.96;4.779;13835.0
2681;660812;2019-12-24 16:54:48;create package;Christine Dobbert;43.0;59702.0;3188.97;3.313;13793.0
2682;660812;2019-12-25 11:44:55;send package;Christine Dobbert;43.0;59702.0;3188.97;3.313;13854.0
2683;660812;2019-12-26 10:58:40;package delivered;Christine Dobbert;43.0;59702.0;3188.97;3.313;13946.0
2684;660813;2019-12-24 19:48:10;create package;Gyunam Park;55.0;27275.0;5741.99;3.954;13811.0
2685;660813;2019-12-25 14:32:46;send package;Gyunam Park;55.0;27275.0;5741.99;3.954;13873.0
2686;660813;2019-12-26 10:59:41;package delivered;Gyunam Park;55.0;27275.0;5741.99;3.954;13947.0
2687;660814;2019-12-25 09:35:21;create package;Anahita Farhang Ghahfarokhi;58.0;42513.0;1087.98;1.62;13828.0
2688;660814;2019-12-25 11:27:26;send package;Anahita Farhang Ghahfarokhi;58.0;42513.0;1087.98;1.62;13852.0
2689;660814;2019-12-25 14:41:12;package delivered;Anahita Farhang Ghahfarokhi;58.0;42513.0;1087.98;1.62;13875.0
2690;660815;2019-12-25 10:51:36;create package;Junxiong Gao;52.0;96270.0;1388.96;4.186;13843.0
2691;660815;2019-12-25 12:10:40;send package;Junxiong Gao;52.0;96270.0;1388.96;4.186;13858.0
2692;660815;2019-12-26 11:26:31;package delivered;Junxiong Gao;52.0;96270.0;1388.96;4.186;13954.0
2693;660816;2019-12-25 12:17:14;create package;Wil van der Aalst;34.0;48846.0;1388.97;1.948;13860.0
2694;660816;2019-12-25 21:45:36;send package;Wil van der Aalst;34.0;48846.0;1388.97;1.948;13918.0
2695;660816;2019-12-26 12:01:52;package delivered;Wil van der Aalst;34.0;48846.0;1388.97;1.948;13961.0
2696;660817;2019-12-25 14:59:47;create package;Christina Rensinghof;41.0;17020.0;3084.99;2.733;13877.0
2697;660817;2019-12-26 15:11:26;send package;Christina Rensinghof;41.0;17020.0;3084.99;2.733;13975.0
2698;660817;2019-12-26 21:15:33;package delivered;Christina Rensinghof;41.0;17020.0;3084.99;2.733;14001.0
2699;660818;2019-12-25 15:27:52;create package;Majid Rafiei;46.0;74370.0;1547.97;3.1180000000000003;13882.0
2700;660818;2019-12-25 15:37:29;send package;Majid Rafiei;46.0;74370.0;1547.97;3.1180000000000003;13884.0
2701;660818;2019-12-25 17:18:31;package delivered;Majid Rafiei;46.0;74370.0;1547.97;3.1180000000000003;13902.0
2702;660819;2019-12-25 16:37:08;create package;Kefang Ding;38.0;76896.0;3498.99;3.213;13894.0
2703;660819;2019-12-25 16:53:47;send package;Kefang Ding;38.0;76896.0;3498.99;3.213;13898.0
2704;660819;2019-12-26 09:12:38;failed delivery;Kefang Ding;38.0;76896.0;3498.99;3.213;13925.0
2705;660819;2019-12-27 10:33:44;package delivered;Kefang Ding;38.0;76896.0;3498.99;3.213;14015.0
2706;660820;2019-12-25 17:09:12;create package;Tobias Brockhoff;30.0;69038.0;1248.99;1.763;13900.0
2707;660820;2019-12-26 14:29:09;send package;Tobias Brockhoff;30.0;69038.0;1248.99;1.763;13970.0
2708;660820;2019-12-27 08:47:23;package delivered;Tobias Brockhoff;30.0;69038.0;1248.99;1.763;14006.0
2709;660821;2019-12-25 17:31:18;create package;Mohammadreza Fani Sani;51.0;61801.0;1228.0;0.978;13905.0
2710;660821;2019-12-26 11:22:35;send package;Mohammadreza Fani Sani;51.0;61801.0;1228.0;0.978;13953.0
2711;660821;2019-12-26 11:38:35;package delivered;Mohammadreza Fani Sani;51.0;61801.0;1228.0;0.978;13957.0
2712;660822;2019-12-25 19:10:11;create package;Claudia Graf;54.0;29653.0;6195.93;8.549;13912.0
2713;660822;2019-12-26 09:54:37;send package;Claudia Graf;54.0;29653.0;6195.93;8.549;13935.0
2714;660822;2019-12-26 11:38:40;failed delivery;Claudia Graf;54.0;29653.0;6195.93;8.549;13958.0
2715;660822;2019-12-26 13:03:19;package delivered;Claudia Graf;54.0;29653.0;6195.93;8.549;13966.0
2716;660823;2019-12-26 00:00:00;create package;Luis Santos;48.0;37644.0;1883.98;2.246;13920.0
2717;660823;2019-12-26 12:03:59;send package;Luis Santos;48.0;37644.0;1883.98;2.246;13962.0
2718;660823;2019-12-26 14:08:34;failed delivery;Luis Santos;48.0;37644.0;1883.98;2.246;13969.0
2719;660823;2019-12-27 15:46:39;package delivered;Luis Santos;48.0;37644.0;1883.98;2.246;14049.0
2720;660824;2019-12-26 11:41:10;create package;Marco Pegoraro;50.0;91248.0;9096.97;6.96;13960.0
2721;660824;2019-12-27 08:55:44;send package;Marco Pegoraro;50.0;91248.0;9096.97;6.96;14007.0
2722;660824;2019-12-27 17:00:56;package delivered;Marco Pegoraro;50.0;91248.0;9096.97;6.96;14061.0
2723;660825;2019-12-26 19:43:09;create package;Seran Uysal;40.0;69940.0;6221.98;4.782;14000.0
2724;660825;2019-12-27 10:12:31;send package;Seran Uysal;40.0;69940.0;6221.98;4.782;14013.0
2725;660825;2019-12-27 13:52:56;package delivered;Seran Uysal;40.0;69940.0;6221.98;4.782;14036.0
2726;660826;2019-12-27 13:45:45;create package;Mahnaz Qafari;40.0;83924.0;11011.94;11.223;14035.0
2727;660826;2019-12-27 14:59:53;send package;Mahnaz Qafari;40.0;83924.0;11011.94;11.223;14042.0
2728;660826;2019-12-27 16:28:24;failed delivery;Mahnaz Qafari;40.0;83924.0;11011.94;11.223;14055.0
2729;660826;2019-12-30 11:52:09;failed delivery;Mahnaz Qafari;40.0;83924.0;11011.94;11.223;14104.0
2730;660826;2019-12-30 16:43:17;package delivered;Mahnaz Qafari;40.0;83924.0;11011.94;11.223;14139.0
2731;660827;2019-12-27 18:00:10;create package;Mahsa Bafrani;58.0;35775.0;2865.97;4.306;14065.0
2732;660827;2019-12-30 10:23:37;send package;Mahsa Bafrani;58.0;35775.0;2865.97;4.306;14091.0
2733;660827;2019-12-31 13:28:23;failed delivery;Mahsa Bafrani;58.0;35775.0;2865.97;4.306;14191.0
